,Unnamed: 0,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight
5814,10321,17,Opponent17,Opponent17_D4,Opponent17_G1,1H,1522.224037,Simple pass,31,23,10.0,50.0,D,D4,3,G1,13,"(3, 13)",48,G,"('D', 'G')",383,34.20526275297414,0.5,0.029235267310234306,0.30718954248366015,0.27880826993129815
5815,10322,17,Opponent17,Opponent17_G1,Opponent17_D1,1H,1524.44638,Simple pass,10,50,30.0,66.0,G,G1,13,D1,0,"(13, 0)",72,D,"('G', 'D')",331,25.612496949731394,0.5,0.03904344047215152,0.46405228758169936,0.334365242684617
5816,10339,17,Opponent17,Opponent17_D4,Opponent17_D3,1H,1645.245344,Simple pass,43,8,30.0,20.0,D,D4,3,D3,2,"(3, 2)",79,D,"('D', 'D')",1795,17.69180601295413,1.0,0.05652334189442215,0.5098039215686274,0.5221090878210165
5817,10340,17,Opponent17,Opponent17_D3,Opponent17_D4,1H,1651.9046449999996,Simple pass,60,21,65.0,7.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,14.866068747318506,1.0,0.06726727939963124,0.7320261437908496,0.5997644743968269
5818,10341,17,Opponent17,Opponent17_D4,Opponent17_M5,1H,1655.884423,Simple pass,65,7,64.0,11.0,D,D4,3,M5,19,"(3, 19)",56,M,"('D', 'M')",2526,4.123105625617661,0.75,0.24253562503633297,0.35947712418300654,0.45067091640644646
5819,10342,17,Opponent17,Opponent17_M5,Opponent17_M2,1H,1657.658219,Simple pass,64,11,75.0,1.0,M,M5,19,M2,16,"(19, 16)",59,M,"('M', 'M')",2615,14.866068747318506,1.0,0.06726727939963124,0.3790849673202614,0.4821174155732975
5820,10343,17,Opponent17,Opponent17_M2,Opponent17_D4,1H,1658.745868,Simple pass,75,1,72.0,16.0,M,M2,16,D4,3,"(16, 3)",89,D,"('M', 'D')",2499,15.297058540778355,0.25,0.06537204504606134,0.5751633986928104,0.29684514791295724
5821,10344,17,Opponent17,Opponent17_M3,Opponent17_M5,1H,1688.250364,Simple pass,85,5,56.0,5.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615,29.0,1.0,0.034482758620689655,0.38562091503267976,0.47336789121778977
5822,10345,17,Opponent17,Opponent17_D1,Opponent17_D3,1H,1709.627596,Simple pass,33,63,35.0,24.0,D,D1,0,D3,2,"(0, 2)",99,D,"('D', 'D')",1795,39.05124837953327,1.0,0.025607375986579195,0.6405228758169934,0.5553767506011908
5823,10346,17,Opponent17,Opponent17_D3,Opponent17_D1,1H,1713.973332,Simple pass,35,24,30.0,65.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,41.30375285612676,1.0,0.024210875062207954,0.5751633986928104,0.5331247579183394
5824,10347,17,Opponent17,Opponent17_D1,Opponent17_M1,1H,1715.433977,Simple pass,30,65,40.0,76.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526,14.866068747318506,0.75,0.06726727939963124,0.6862745098039216,0.5011805964011843
5825,10348,17,Opponent17,Opponent17_M1,Opponent17_D2,1H,1717.654308,Simple pass,40,76,74.0,94.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499,38.47076812334269,0.25,0.02599376224550182,0.8235294117647058,0.3665077246700692
5826,10349,17,Opponent17,Opponent17_D1,Opponent17_M5,1H,1725.175211,Simple pass,35,84,45.0,66.0,D,D1,0,M5,19,"(0, 19)",59,M,"('D', 'M')",2526,20.591260281974,0.75,0.04856429311786321,0.3790849673202614,0.3925497534793749
5827,10350,17,Opponent17,Opponent17_M5,Opponent17_D3,1H,1727.596455,Simple pass,45,66,54.0,42.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499,25.632011235952593,0.25,0.03901371573204352,0.3137254901960784,0.2009130686427073
5828,10351,17,Opponent17,Opponent17_D3,Opponent17_D4,1H,1731.002744,Simple pass,54,42,61.0,6.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,36.6742416417845,1.0,0.027267094157460592,0.7320261437908496,0.5864310793161034
5829,10352,17,Opponent17,Opponent17_D4,Opponent17_D3,1H,1734.78272,Simple pass,61,6,56.0,20.0,D,D4,3,D3,2,"(3, 2)",79,D,"('D', 'D')",1795,14.866068747318506,1.0,0.06726727939963124,0.5098039215686274,0.5256904003227528
5830,10353,17,Opponent17,Opponent17_D3,Opponent17_D4,1H,1737.823911,Simple pass,56,20,71.0,6.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,20.518284528683193,1.0,0.04873701788285793,0.7320261437908496,0.5935877205579025
5831,10354,17,Opponent17,Opponent17_M4,Opponent17_M1,1H,1766.934088,Simple pass,92,24,89.0,14.0,M,M4,18,M1,15,"(18, 15)",123,M,"('M', 'M')",2615,10.44030650891055,1.0,0.09578262852211514,0.7973856209150327,0.6310560831457159
5832,10355,17,Opponent17,Opponent17_F1,Opponent17_F1,1H,1787.2963949999996,Simple pass,88,13,81.0,2.0,F,F1,7,F1,7,"(7, 7)",7,F,"('F', 'F')",169,13.038404810405298,1.0,0.07669649888473704,0.0392156862745098,0.3719707283864156
5833,10383,17,Opponent17,Opponent17_M5,Opponent17_D3,1H,1958.543243,Simple pass,61,68,53.0,25.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499,43.73785545725808,0.25,0.022863489522874057,0.3137254901960784,0.1955296599063175
5834,10384,17,Opponent17,Opponent17_M4,Opponent17_D2,1H,1967.334515,Simple pass,76,79,83.0,89.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499,12.206555615733702,0.25,0.08192319205190406,0.4444444444444444,0.2587892121654495
5835,10385,17,Opponent17,Opponent17_D2,Opponent17_M5,1H,1973.61092,Simple pass,83,89,76.0,54.0,D,D2,1,M5,19,"(1, 19)",49,M,"('D', 'M')",2526,35.6931365951495,0.75,0.02801659073402629,0.3137254901960784,0.3639140269767016
5836,10396,17,Opponent17,Opponent17_D1,Opponent17_M1,1H,2043.650948,Head pass,26,59,39.0,54.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526,13.92838827718412,0.75,0.07179581586177382,0.6862745098039216,0.5026901085552318
5837,10397,17,Opponent17,Opponent17_M1,Opponent17_M3,1H,2045.2255989999999,Simple pass,39,54,55.0,71.0,M,M1,15,M3,17,"(15, 17)",154,M,"('M', 'M')",2615,23.345235059857504,1.0,0.042835293687811936,1.0,0.6809450978959373
5838,10398,17,Opponent17,Opponent17_M3,Opponent17_M4,1H,2046.9907640000001,Simple pass,55,71,57.0,68.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,3.605551275463989,1.0,0.2773500981126146,0.6535947712418301,0.6436482897848148
5839,10399,17,Opponent17,Opponent17_M4,Opponent17_M5,1H,2050.908585,Simple pass,57,68,41.0,61.0,M,M4,18,M5,19,"(18, 19)",53,M,"('M', 'M')",2615,17.46424919657298,1.0,0.057259833431386825,0.33986928104575165,0.46570970482571283
5840,10400,17,Opponent17,Opponent17_M5,Opponent17_D3,1H,2052.833491,Simple pass,41,61,34.0,24.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499,37.656340767525464,0.25,0.026555952586407233,0.3137254901960784,0.1967604809274952
5841,10401,17,Opponent17,Opponent17_D3,Opponent17_D4,1H,2056.190505,Simple pass,34,24,56.0,7.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,27.80287754891569,1.0,0.03596750006328032,0.7320261437908496,0.5893312146180433
5842,10402,17,Opponent17,Opponent17_D4,Opponent17_M1,1H,2058.351921,Simple pass,56,7,52.0,21.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526,14.560219778561036,0.75,0.06868028197434452,0.8823529411764706,0.567011074383605
5843,10403,17,Opponent17,Opponent17_M1,Opponent17_D3,1H,2061.213616,Simple pass,52,21,47.0,24.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499,5.830951894845301,0.25,0.17149858514250882,0.7320261437908496,0.38450824297778613
5844,10404,17,Opponent17,Opponent17_D3,Opponent17_M1,1H,2065.639139,Simple pass,47,24,54.0,14.0,D,D3,2,M1,15,"(2, 15)",90,M,"('D', 'M')",2526,12.206555615733702,0.75,0.08192319205190406,0.5816993464052288,0.47120751281904427
5845,10405,17,Opponent17,Opponent17_M1,Opponent17_D2,1H,2070.094371,High pass,54,14,80.0,90.0,M,M1,15,D2,1,"(15, 1)",127,D,"('M', 'D')",2499,80.32434251209281,0.25,0.012449526117807317,0.8235294117647058,0.361992979294171
5846,10406,17,Opponent17,Opponent17_D3,Opponent17_M2,1H,2085.0447280000008,Head pass,57,11,80.0,9.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526,23.08679276123039,0.75,0.043314808182421,0.477124183006536,0.4234796637296523
5847,10407,17,Opponent17,Opponent17_M3,Opponent17_D4,1H,2147.992151000001,Simple pass,93,13,86.0,10.0,M,M3,17,D4,3,"(17, 3)",93,D,"('M', 'D')",2499,7.615773105863909,0.25,0.13130643285972254,0.6013071895424836,0.3275378741340687
5848,10409,17,Opponent17,Opponent17_M2,Opponent17_M2,1H,2159.560832,Simple pass,62,21,64.0,20.0,M,M2,16,M2,16,"(16, 16)",10,M,"('M', 'M')",2615,2.23606797749979,1.0,0.4472135954999579,0.058823529411764705,0.5020123749705742
5849,10412,17,Opponent17,Opponent17_M3,Opponent17_F1,1H,2195.028188,Head pass,39,81,45.0,76.0,M,M3,17,F1,7,"(17, 7)",59,F,"('M', 'F')",809,7.810249675906654,0.25,0.12803687993289598,0.3790849673202614,0.25237394908438576
5850,10413,17,Opponent17,Opponent17_F1,Opponent17_M4,1H,2196.052783,Simple pass,45,76,41.0,64.0,F,F1,7,M4,18,"(7, 18)",56,M,"('F', 'M')",680,12.649110640673518,0.75,0.07905694150420949,0.35947712418300654,0.3961780218957387
5851,10414,17,Opponent17,Opponent17_M4,Opponent17_M2,1H,2201.217683,Simple pass,61,31,85.0,5.0,M,M4,18,M2,16,"(18, 16)",59,M,"('M', 'M')",2615,35.38361202590826,1.0,0.028261670947211076,0.3790849673202614,0.46911554608915745
5852,10415,17,Opponent17,Opponent17_M2,Opponent17_D4,1H,2207.262425,Simple pass,85,5,67.0,19.0,M,M2,16,D4,3,"(16, 3)",89,D,"('M', 'D')",2499,22.80350850198276,0.25,0.043852900965351466,0.5751633986928104,0.2896720998860539
5853,10416,17,Opponent17,Opponent17_D4,Opponent17_M5,1H,2209.845982,Simple pass,67,19,71.0,29.0,D,D4,3,M5,19,"(3, 19)",56,M,"('D', 'M')",2526,10.770329614269007,0.75,0.09284766908852593,0.35947712418300654,0.4007749310905108
5854,10419,17,Opponent17,Opponent17_D3,Opponent17_D1,1H,2279.19168,Simple pass,35,15,27.0,58.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,43.73785545725808,1.0,0.022863489522874057,0.5751633986928104,0.5326756294052282
5855,10420,17,Opponent17,Opponent17_D1,Opponent17_M1,1H,2281.483286,Simple pass,27,58,35.0,66.0,D,D1,0,M1,15,"(0, 15)",106,M,"('D', 'M')",2526,11.313708498984761,0.75,0.08838834764831843,0.6862745098039216,0.50822095248408
5856,10421,17,Opponent17,Opponent17_M1,Opponent17_D1,1H,2284.702969,Simple pass,35,66,31.0,69.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499,5.0,0.25,0.2,0.8104575163398693,0.4201525054466231
5857,10422,17,Opponent17,Opponent17_D1,Opponent17_F1,1H,2291.498023,Simple pass,61,75,74.0,56.0,D,D1,0,F1,7,"(0, 7)",37,F,"('D', 'F')",607,23.021728866442675,0.5,0.04343722427630694,0.23529411764705882,0.25957711397445526
5858,10425,17,Opponent17,Opponent17_M1,Opponent17_D1,1H,2303.27627,Simple pass,39,29,32.0,63.0,M,M1,15,D1,0,"(15, 0)",125,D,"('M', 'D')",2499,34.713109915419565,0.25,0.02880756009578387,0.8104575163398693,0.36308835881188434
5859,10426,17,Opponent17,Opponent17_D1,Opponent17_D2,1H,2306.856092,Simple pass,32,63,60.0,82.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795,33.83784863137726,1.0,0.029552706228277083,0.8366013071895425,0.6220513378059398
5860,10427,17,Opponent17,Opponent17_D2,Opponent17_D1,1H,2311.242237,Simple pass,60,82,40.0,74.0,D,D2,1,D1,0,"(1, 0)",103,D,"('D', 'D')",1795,21.540659228538015,1.0,0.046423834544262965,0.6666666666666666,0.5710301670703098
5861,10428,17,Opponent17,Opponent17_D1,Opponent17_M5,1H,2314.34639,Simple pass,40,74,67.0,68.0,D,D1,0,M5,19,"(0, 19)",59,M,"('D', 'M')",2526,27.65863337187866,0.75,0.036155076303109365,0.3790849673202614,0.3884133478744569
5862,10429,17,Opponent17,Opponent17_M5,Opponent17_M4,1H,2320.0547260000008,Simple pass,67,68,81.0,81.0,M,M5,19,M4,18,"(19, 18)",65,M,"('M', 'M')",2615,19.1049731745428,1.0,0.052342392259021375,0.41830065359477125,0.49021434861793084
5863,10439,17,Opponent17,Opponent17_D1,Opponent17_G1,1H,2443.501204,Simple pass,17,68,8.0,41.0,D,D1,0,G1,13,"(0, 13)",85,G,"('D', 'G')",383,28.460498941515414,0.5,0.03513641844631533,0.5490196078431373,0.3613853420964842
5864,10440,17,Opponent17,Opponent17_G1,Opponent17_D3,1H,2444.82629,Simple pass,8,41,26.0,15.0,G,G1,13,D3,2,"(13, 2)",63,D,"('G', 'D')",331,31.622776601683793,0.5,0.03162277660168379,0.40522875816993464,0.3122838449238728
5865,10441,17,Opponent17,Opponent17_D3,Opponent17_M2,1H,2453.648512,Simple pass,39,25,61.0,23.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526,22.090722034374522,0.75,0.045267873021259265,0.477124183006536,0.42413068534259846
5866,10442,17,Opponent17,Opponent17_M2,Opponent17_D3,1H,2455.622368,Simple pass,61,23,40.0,34.0,M,M2,16,D3,2,"(16, 2)",89,D,"('M', 'D')",2499,23.706539182259394,0.25,0.04218245406095978,0.5751633986928104,0.2891152842512567
5867,10443,17,Opponent17,Opponent17_D3,Opponent17_M4,1H,2458.936881,High pass,40,34,83.0,95.0,D,D3,2,M4,18,"(2, 18)",54,M,"('D', 'M')",2526,74.63243262818116,0.75,0.01339900047184581,0.3464052287581699,0.3699347430766719
5868,10444,17,Opponent17,Opponent17_M4,Opponent17_D2,1H,2462.916691,Simple pass,83,95,67.0,87.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499,17.88854381999832,0.25,0.05590169943749474,0.4444444444444444,0.2501153812939797
5869,10445,17,Opponent17,Opponent17_D2,Opponent17_M4,1H,2465.534547,Simple pass,67,87,72.0,96.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526,10.295630140987,0.75,0.09712858623572641,0.5032679738562091,0.4501321866973118
5870,10446,17,Opponent17,Opponent17_M4,Opponent17_M5,1H,2469.268834,Simple pass,72,96,58.0,75.0,M,M4,18,M5,19,"(18, 19)",53,M,"('M', 'M')",2615,25.238858928247925,1.0,0.03962144258751637,0.33986928104575165,0.4598302412110893
5871,10447,17,Opponent17,Opponent17_M5,Opponent17_D1,1H,2472.112539,Simple pass,58,75,39.0,79.0,M,M5,19,D1,0,"(19, 0)",66,D,"('M', 'D')",2499,19.4164878389476,0.25,0.051502620262460476,0.42483660130718953,0.24211307385654998
5872,10448,17,Opponent17,Opponent17_D1,Opponent17_M4,1H,2476.417995,Simple pass,59,76,67.0,65.0,D,D1,0,M4,18,"(0, 18)",71,M,"('D', 'M')",2526,13.601470508735444,0.75,0.07352146220938077,0.45751633986928103,0.42701260069288727
5873,10449,17,Opponent17,Opponent17_M4,Opponent17_M5,1H,2477.571021,Simple pass,67,65,59.0,67.0,M,M4,18,M5,19,"(18, 19)",53,M,"('M', 'M')",2615,8.246211251235321,1.0,0.12126781251816648,0.33986928104575165,0.48704569785463936
5874,10450,17,Opponent17,Opponent17_M5,Opponent17_D1,1H,2480.8834,Simple pass,59,67,68.0,72.0,M,M5,19,D1,0,"(19, 0)",66,D,"('M', 'D')",2499,10.295630140987,0.25,0.09712858623572641,0.42483660130718953,0.25732172918097196
5875,10451,17,Opponent17,Opponent17_D1,Opponent17_D2,1H,2486.452599,Simple pass,68,72,88.0,91.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795,27.586228448267445,1.0,0.03624997167972069,0.8366013071895425,0.6242837596230877
5876,10457,17,Opponent17,Opponent17_M1,Opponent17_D3,1H,2552.560312,Simple pass,27,8,12.0,3.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499,15.811388300841896,0.25,0.06324555320336758,0.7320261437908496,0.34842389899807236
5877,10458,17,Opponent17,Opponent17_D3,Opponent17_M3,1H,2555.344706,High pass,12,3,59.0,12.0,D,D3,2,M3,17,"(2, 17)",118,M,"('D', 'M')",2526,47.853944456021594,0.75,0.020896918976428647,0.7647058823529411,0.5118676004431233
5878,10466,17,Opponent17,Opponent17_D3,Opponent17_G1,1H,2593.492646,Simple pass,18,16,8.0,49.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383,34.48187929913333,0.5,0.02900073952828708,0.5424836601307189,0.35716146655300196
5879,10467,17,Opponent17,Opponent17_G1,Opponent17_M3,1H,2596.626775,Launch,8,49,56.0,49.0,G,G1,13,M3,17,"(13, 17)",17,M,"('G', 'M')",87,48.0,0.25,0.020833333333333332,0.10457516339869281,0.12513616557734203
5880,10474,17,Opponent17,Opponent17_M3,Opponent17_M4,1H,2619.6089420000008,Simple pass,70,41,71.0,63.0,M,M3,17,M4,18,"(17, 18)",101,M,"('M', 'M')",2615,22.02271554554524,1.0,0.045407660918649985,0.6535947712418301,0.5663341440534932
5881,10475,17,Opponent17,Opponent17_M4,Opponent17_F1,1H,2625.664543,Simple pass,90,56,87.0,46.0,M,M4,18,F1,7,"(18, 7)",52,F,"('M', 'F')",809,10.44030650891055,0.25,0.09578262852211514,0.3333333333333333,0.22637198728514948
5882,10476,17,Opponent17,Opponent17_D4,Opponent17_M1,1H,2666.282783,Simple pass,30,4,26.0,18.0,D,D4,3,M1,15,"(3, 15)",136,M,"('D', 'M')",2526,14.560219778561036,0.75,0.06868028197434452,0.8823529411764706,0.567011074383605
5883,10477,17,Opponent17,Opponent17_M1,Opponent17_D4,1H,2667.575905,Simple pass,26,18,35.0,2.0,M,M1,15,D4,3,"(15, 3)",112,D,"('M', 'D')",2499,18.35755975068582,0.25,0.05447347107028433,0.7254901960784313,0.3433212223829052
5884,10478,17,Opponent17,Opponent17_D4,Opponent17_D3,1H,2669.050233,Simple pass,35,2,23.0,21.0,D,D4,3,D3,2,"(3, 2)",79,D,"('D', 'D')",1795,22.47220505424423,1.0,0.04449941594899848,0.5098039215686274,0.5181011125058753
5885,10479,17,Opponent17,Opponent17_D3,Opponent17_D1,1H,2671.283367,Simple pass,23,21,22.0,57.0,D,D3,2,D1,0,"(2, 0)",89,D,"('D', 'D')",1795,36.013886210738214,1.0,0.027767067240353285,0.5751633986928104,0.5343101553110545
5886,10488,17,Opponent17,Opponent17_D4,Opponent17_M2,1H,2751.189705,Head pass,13,14,29.0,10.0,D,D4,3,M2,16,"(3, 16)",84,M,"('D', 'M')",2526,16.492422502470642,0.75,0.06063390625908324,0.5424836601307189,0.4510391887966007
5887,10492,17,Opponent17,Opponent17_M4,Opponent17_M3,2H,55.37578399999985,Simple pass,62,91,64.0,79.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615,12.165525060596439,1.0,0.08219949365267865,0.6339869281045751,0.5720621405857512
5888,10493,17,Opponent17,Opponent17_M3,Opponent17_M2,2H,56.22404499999993,Simple pass,64,79,69.0,69.0,M,M3,17,M2,16,"(17, 16)",138,M,"('M', 'M')",2615,11.180339887498949,1.0,0.08944271909999159,0.8954248366013072,0.6616225185670996
5889,10494,17,Opponent17,Opponent17_D1,Opponent17_D2,2H,64.75698599999987,Simple pass,32,91,20.0,97.0,D,D1,0,D2,1,"(0, 1)",129,D,"('D', 'D')",1795,13.416407864998739,1.0,0.07453559924999299,0.8366013071895425,0.637045635479845
5890,10498,17,Opponent17,Opponent17_F1,Opponent17_M2,2H,130.21090300000014,Simple pass,80,22,80.0,13.0,F,F1,7,M2,16,"(7, 16)",52,M,"('F', 'M')",680,9.0,0.75,0.1111111111111111,0.3333333333333333,0.39814814814814814
5891,10499,17,Opponent17,Opponent17_D4,Opponent17_D3,2H,205.1090949999998,High pass,71,42,91.0,42.0,D,D4,3,D3,2,"(3, 2)",79,D,"('D', 'D')",1795,20.0,1.0,0.05,0.5098039215686274,0.5199346405228757
5892,10500,17,Opponent17,Opponent17_D2,Opponent17_M3,2H,256.635898,Head pass,47,47,66.0,42.0,D,D2,1,M3,17,"(1, 17)",129,M,"('D', 'M')",2526,19.6468827043885,0.75,0.050898659855928764,0.8366013071895425,0.5458333223484904
5893,10502,17,Opponent17,Opponent17_D1,Opponent17_M3,2H,315.0412280000001,Head pass,48,50,58.0,57.0,D,D1,0,M3,17,"(0, 17)",146,M,"('D', 'M')",2526,12.206555615733702,0.75,0.08192319205190406,0.9477124183006536,0.5932118701175192
5894,10509,17,Opponent17,Opponent17_M1,Opponent17_F1,2H,397.9140779999999,Cross,87,96,96.0,59.0,M,M1,15,F1,7,"(15, 7)",93,F,"('M', 'F')",809,38.07886552931954,0.25,0.02626128657194451,0.6013071895424836,0.292522825371476
5895,10512,17,Opponent17,Opponent17_M1,Opponent17_M2,2H,421.38392699999986,Cross,76,90,90.0,44.0,M,M1,15,M2,16,"(15, 16)",153,M,"('M', 'M')",2615,48.08326112068523,1.0,0.020797258270192576,0.9934640522875817,0.6714204368525913
5896,10513,17,Opponent17,Opponent17_M5,Opponent17_D4,2H,431.64605300000005,Simple pass,66,37,69.0,9.0,M,M5,19,D4,3,"(19, 3)",60,D,"('M', 'D')",2499,28.160255680657446,0.25,0.03551104121142175,0.38562091503267976,0.22371065208136715
5897,10514,17,Opponent17,Opponent17_D4,Opponent17_M5,2H,434.66071800000014,Simple pass,69,9,65.0,13.0,D,D4,3,M5,19,"(3, 19)",56,M,"('D', 'M')",2526,5.656854249492381,0.75,0.17677669529663687,0.35947712418300654,0.42875127315988115
5898,10515,17,Opponent17,Opponent17_M5,Opponent17_M2,2H,436.25132699999995,Simple pass,65,13,71.0,7.0,M,M5,19,M2,16,"(19, 16)",59,M,"('M', 'M')",2615,8.48528137423857,1.0,0.11785113019775793,0.3790849673202614,0.49897869917267307
5899,10516,17,Opponent17,Opponent17_D3,Opponent17_G1,2H,449.90548399999983,Simple pass,23,22,10.0,47.0,D,D3,2,G1,13,"(2, 13)",84,G,"('D', 'G')",383,28.178005607210743,0.5,0.0354886720493838,0.5424836601307189,0.3593241107267009
5900,10517,17,Opponent17,Opponent17_G1,Opponent17_D2,2H,453.06751200000014,Simple pass,10,47,22.0,93.0,G,G1,13,D2,1,"(13, 1)",74,D,"('G', 'D')",331,47.53945729601885,0.5,0.021035158095583564,0.477124183006536,0.33271978036737315
5901,10518,17,Opponent17,Opponent17_M4,Opponent17_M3,2H,555.2723489999998,Simple pass,56,58,71.0,57.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615,15.033296378372908,1.0,0.06651901052377393,0.6339869281045751,0.5668353128761163
5902,10519,17,Opponent17,Opponent17_M3,Opponent17_D2,2H,556.6844040000002,Simple pass,71,57,72.0,85.0,M,M3,17,D2,1,"(17, 1)",117,D,"('M', 'D')",2499,28.0178514522438,0.25,0.03569153051241249,0.7581699346405228,0.34795382171764505
5903,10520,17,Opponent17,Opponent17_D2,Opponent17_M4,2H,559.882756,Simple pass,72,85,72.0,76.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526,9.0,0.75,0.1111111111111111,0.5032679738562091,0.45479302832244006
5904,10521,17,Opponent17,Opponent17_M4,Opponent17_D2,2H,561.548151,Simple pass,72,76,69.0,86.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499,10.44030650891055,0.25,0.09578262852211514,0.4444444444444444,0.2634090243221865
5905,10522,17,Opponent17,Opponent17_D2,Opponent17_M1,2H,564.0650839999997,Simple pass,69,86,75.0,88.0,D,D2,1,M1,15,"(1, 15)",154,M,"('D', 'M')",2526,6.324555320336759,0.75,0.15811388300841897,1.0,0.6360379610028063
5906,10527,17,Opponent17,Opponent17_M4,Opponent17_M3,2H,600.9040249999998,Simple pass,38,95,44.0,71.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615,24.73863375370596,1.0,0.040422604172722164,0.6339869281045751,0.5581365107590991
5907,10528,17,Opponent17,Opponent17_M3,Opponent17_M1,2H,602.8932759999998,Simple pass,44,71,49.0,44.0,M,M3,17,M1,15,"(17, 15)",152,M,"('M', 'M')",2615,27.459060435491963,1.0,0.03641785203646149,0.9869281045751634,0.6744486522038748
5908,10529,17,Opponent17,Opponent17_M1,Opponent17_M4,2H,609.5718969999998,Simple pass,63,44,80.0,84.0,M,M1,15,M4,18,"(15, 18)",128,M,"('M', 'M')",2615,43.46262762420146,1.0,0.023008272961461865,0.8300653594771242,0.617691210812862
5909,10530,17,Opponent17,Opponent17_M4,Opponent17_D2,2H,616.122629,Simple pass,80,84,71.0,85.0,M,M4,18,D2,1,"(18, 1)",69,D,"('M', 'D')",2499,9.055385138137417,0.25,0.11043152607484653,0.4444444444444444,0.26829199017309696
5910,10531,17,Opponent17,Opponent17_D2,Opponent17_M4,2H,618.5674039999999,Simple pass,71,85,83.0,97.0,D,D2,1,M4,18,"(1, 18)",78,M,"('D', 'M')",2526,16.97056274847714,0.75,0.05892556509887897,0.5032679738562091,0.4373978463183627
5911,10532,17,Opponent17,Opponent17_M4,Opponent17_M3,2H,622.0912959999998,Simple pass,83,97,85.0,78.0,M,M4,18,M3,17,"(18, 17)",98,M,"('M', 'M')",2615,19.1049731745428,1.0,0.052342392259021375,0.6339869281045751,0.5621097734545322
5912,10533,17,Opponent17,Opponent17_M5,Opponent17_M1,2H,634.1698820000001,Simple pass,66,92,57.0,57.0,M,M5,19,M1,15,"(19, 15)",67,M,"('M', 'M')",2615,36.138621999185304,1.0,0.027671226645624276,0.43137254901960786,0.486347925221744
5913,10534,17,Opponent17,Opponent17_M1,Opponent17_D3,2H,636.7616050000001,Simple pass,57,57,62.0,32.0,M,M1,15,D3,2,"(15, 2)",113,D,"('M', 'D')",2499,25.495097567963924,0.25,0.03922322702763681,0.7320261437908496,0.34041645693949546
5914,10535,17,Opponent17,Opponent17_D3,Opponent17_D4,2H,638.6150809999998,Simple pass,62,32,69.0,13.0,D,D3,2,D4,3,"(2, 3)",113,D,"('D', 'D')",1795,20.248456731316587,1.0,0.04938647983247948,0.7320261437908496,0.593804207874443
5915,10536,17,Opponent17,Opponent17_D4,Opponent17_M2,2H,640.4730460000002,Simple pass,69,13,82.0,8.0,D,D4,3,M2,16,"(3, 16)",84,M,"('D', 'M')",2526,13.92838827718412,0.75,0.07179581586177382,0.5424836601307189,0.4547598253308309
