,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
14908,24,Huskies,Huskies_D7,Huskies_D6,2H,1154.6193350000005,Simple pass,41,96,27.0,87.0,D,7,6,"(7, 6)",24,D,"('D', 'D')",1478
14909,24,Huskies,Huskies_D6,Huskies_D2,2H,1157.5582020000004,Simple pass,27,87,31.0,42.0,D,6,2,"(6, 2)",34,D,"('D', 'D')",1478
14910,24,Huskies,Huskies_D2,Huskies_F2,2H,1160.7658460000002,Simple pass,31,42,44.0,27.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
14911,24,Huskies,Huskies_F2,Huskies_D2,2H,1162.6561110000002,Simple pass,44,27,32.0,49.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
14912,24,Huskies,Huskies_D2,Huskies_D6,2H,1165.127818,Simple pass,32,49,39.0,97.0,D,2,6,"(2, 6)",52,D,"('D', 'D')",1478
14913,24,Huskies,Huskies_D7,Huskies_F5,2H,1173.0961310000002,Head pass,68,95,78.0,91.0,D,7,14,"(7, 14)",6,F,"('D', 'F')",999
14914,24,Huskies,Huskies_F5,Huskies_F6,2H,1174.2740050000002,Simple pass,78,91,72.0,91.0,F,14,15,"(14, 15)",17,F,"('F', 'F')",299
14915,24,Huskies,Huskies_D6,Huskies_D2,2H,1195.8235249999998,Head pass,48,82,45.0,86.0,D,6,2,"(6, 2)",34,D,"('D', 'D')",1478
14916,24,Huskies,Huskies_D2,Huskies_D6,2H,1199.0763470000004,Simple pass,45,86,38.0,89.0,D,2,6,"(2, 6)",52,D,"('D', 'D')",1478
14917,24,Huskies,Huskies_D6,Huskies_G1,2H,1200.7821970000005,Simple pass,38,89,15.0,53.0,D,6,16,"(6, 16)",43,G,"('D', 'G')",443
14918,24,Huskies,Huskies_G1,Huskies_F2,2H,1205.413273,Simple pass,15,53,31.0,35.0,G,16,11,"(16, 11)",22,F,"('G', 'F')",133
14919,24,Huskies,Huskies_F2,Huskies_D6,2H,1209.8961600000002,Simple pass,31,35,36.0,92.0,F,11,6,"(11, 6)",41,D,"('F', 'D')",655
14920,24,Huskies,Huskies_D6,Huskies_F5,2H,1218.3942230000002,Simple pass,58,90,71.0,71.0,D,6,14,"(6, 14)",4,F,"('D', 'F')",999
14921,24,Huskies,Huskies_F5,Huskies_M6,2H,1219.3255950000002,Simple pass,71,71,73.0,80.0,F,14,26,"(14, 26)",16,M,"('F', 'M')",699
14922,24,Huskies,Huskies_M6,Huskies_F5,2H,1220.7913580000004,Head pass,73,80,74.0,73.0,M,26,14,"(26, 14)",14,F,"('M', 'F')",849
14928,24,Huskies,Huskies_M6,Huskies_M12,2H,1268.0314120000005,Head pass,20,42,21.0,31.0,M,26,20,"(26, 20)",12,M,"('M', 'M')",1301
14930,24,Huskies,Huskies_D2,Huskies_F2,2H,1300.210156,Simple pass,20,16,31.0,39.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
14931,24,Huskies,Huskies_F2,Huskies_D2,2H,1302.574971,Simple pass,31,39,29.0,10.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
14933,24,Huskies,Huskies_D6,Huskies_G1,2H,1328.9931589999997,Head pass,14,58,10.0,50.0,D,6,16,"(6, 16)",43,G,"('D', 'G')",443
14934,24,Huskies,Huskies_G1,Huskies_D2,2H,1333.6677280000004,Hand pass,10,50,24.0,33.0,G,16,2,"(16, 2)",29,D,"('G', 'D')",257
14935,24,Huskies,Huskies_D2,Huskies_D5,2H,1336.8650310000005,Simple pass,24,33,30.0,5.0,D,2,5,"(2, 5)",47,D,"('D', 'D')",1478
14936,24,Huskies,Huskies_D5,Huskies_F2,2H,1338.5773559999998,Simple pass,30,5,40.0,27.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
14937,24,Huskies,Huskies_F2,Huskies_D5,2H,1339.2109929999995,Simple pass,40,27,27.0,27.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
14938,24,Huskies,Huskies_D5,Huskies_M3,2H,1342.7286240000005,Simple pass,27,27,29.0,44.0,D,5,23,"(5, 23)",69,M,"('D', 'M')",1520
14939,24,Huskies,Huskies_M3,Huskies_D5,2H,1348.8069320000004,Simple pass,29,44,36.0,37.0,M,23,5,"(23, 5)",67,D,"('M', 'D')",1668
14940,24,Huskies,Huskies_D5,Huskies_D2,2H,1349.4968010000002,Simple pass,36,37,28.0,36.0,D,5,2,"(5, 2)",40,D,"('D', 'D')",1478
14941,24,Huskies,Huskies_D2,Huskies_D6,2H,1351.5446819999995,Simple pass,28,36,45.0,89.0,D,2,6,"(2, 6)",52,D,"('D', 'D')",1478
14944,24,Huskies,Huskies_D7,Huskies_G1,2H,1373.95511,Simple pass,33,87,15.0,52.0,D,7,16,"(7, 16)",31,G,"('D', 'G')",443
14945,24,Huskies,Huskies_G1,Huskies_D2,2H,1376.398013,Simple pass,15,52,37.0,36.0,G,16,2,"(16, 2)",29,D,"('G', 'D')",257
14946,24,Huskies,Huskies_D2,Huskies_F2,2H,1380.3929820000005,Simple pass,37,36,42.0,33.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
14947,24,Huskies,Huskies_F2,Huskies_F6,2H,1383.2347179999995,High pass,42,33,75.0,95.0,F,11,15,"(11, 15)",23,F,"('F', 'F')",299
14949,24,Huskies,Huskies_F2,Huskies_D2,2H,1422.291104,Simple pass,63,73,65.0,40.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
14950,24,Huskies,Huskies_D2,Huskies_D5,2H,1427.508831,Simple pass,65,40,70.0,8.0,D,2,5,"(2, 5)",47,D,"('D', 'D')",1478
14951,24,Huskies,Huskies_D5,Huskies_M12,2H,1429.2616900000005,Simple pass,70,8,74.0,6.0,D,5,20,"(5, 20)",23,M,"('D', 'M')",1520
14952,24,Huskies,Huskies_M12,Huskies_D5,2H,1431.174476,Simple pass,74,6,65.0,18.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
14953,24,Huskies,Huskies_D5,Huskies_D2,2H,1433.3348109999995,Simple pass,65,18,55.0,32.0,D,5,2,"(5, 2)",40,D,"('D', 'D')",1478
14954,24,Huskies,Huskies_D2,Huskies_M3,2H,1436.8421500000006,Simple pass,55,32,55.0,58.0,D,2,23,"(2, 23)",44,M,"('D', 'M')",1520
14955,24,Huskies,Huskies_M3,Huskies_D7,2H,1439.482763,Simple pass,55,58,75.0,95.0,M,23,7,"(23, 7)",44,D,"('M', 'D')",1668
14956,24,Huskies,Huskies_D7,Huskies_F6,2H,1442.1657729999995,Simple pass,75,95,86.0,95.0,D,7,15,"(7, 15)",22,F,"('D', 'F')",999
14957,24,Huskies,Huskies_M12,Huskies_F2,2H,1452.1371099999994,Simple pass,84,14,76.0,36.0,M,20,11,"(20, 11)",11,F,"('M', 'F')",849
14958,24,Huskies,Huskies_F2,Huskies_F6,2H,1454.0441460000004,Cross,76,36,97.0,70.0,F,11,15,"(11, 15)",23,F,"('F', 'F')",299
14959,24,Huskies,Huskies_F6,Huskies_F4,2H,1456.0153419999995,Head pass,97,70,94.0,57.0,F,15,13,"(15, 13)",16,F,"('F', 'F')",299
14960,24,Huskies,Huskies_M3,Huskies_F2,2H,1534.780799,Simple pass,17,10,23.0,13.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
14961,24,Huskies,Huskies_F2,Huskies_D5,2H,1535.199939,Simple pass,23,13,10.0,10.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
14962,24,Huskies,Huskies_D5,Huskies_M12,2H,1537.1082770000005,Simple pass,10,10,15.0,8.0,D,5,20,"(5, 20)",23,M,"('D', 'M')",1520
14963,24,Huskies,Huskies_M12,Huskies_D5,2H,1539.3420939999994,Simple pass,15,8,9.0,9.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
14970,24,Huskies,Huskies_D6,Huskies_G1,2H,1765.9943890000006,Simple pass,28,76,10.0,52.0,D,6,16,"(6, 16)",43,G,"('D', 'G')",443
14971,24,Huskies,Huskies_G1,Huskies_F4,2H,1770.1708339999993,Launch,10,52,69.0,56.0,G,16,13,"(16, 13)",15,F,"('G', 'F')",133
14972,24,Huskies,Huskies_M12,Huskies_M6,2H,1780.4101929999995,Simple pass,73,44,88.0,34.0,M,20,26,"(20, 26)",6,M,"('M', 'M')",1301
14973,24,Huskies,Huskies_D2,Huskies_F2,2H,1795.3011580000002,Simple pass,34,23,30.0,39.0,D,2,11,"(2, 11)",56,F,"('D', 'F')",999
14974,24,Huskies,Huskies_F2,Huskies_G1,2H,1797.4061899999995,Simple pass,30,39,14.0,41.0,F,11,16,"(11, 16)",6,G,"('F', 'G')",6
14975,24,Huskies,Huskies_G1,Huskies_D7,2H,1802.7585780000002,Launch,14,41,57.0,95.0,G,16,7,"(16, 7)",18,D,"('G', 'D')",257
14977,24,Huskies,Huskies_F6,Huskies_F4,2H,1915.271736,Simple pass,43,89,71.0,95.0,F,15,13,"(15, 13)",16,F,"('F', 'F')",299
14979,24,Huskies,Huskies_F6,Huskies_F4,2H,1979.8665,Simple pass,33,96,46.0,83.0,F,15,13,"(15, 13)",16,F,"('F', 'F')",299
14983,24,Huskies,Huskies_F2,Huskies_F4,2H,2090.481258,Simple pass,61,71,70.0,69.0,F,11,13,"(11, 13)",12,F,"('F', 'F')",299
14986,24,Huskies,Huskies_G1,Huskies_D6,2H,2132.88421,Hand pass,5,56,25.0,72.0,G,16,6,"(16, 6)",27,D,"('G', 'D')",257
14987,24,Huskies,Huskies_D6,Huskies_M3,2H,2136.592932,Simple pass,25,72,33.0,82.0,D,6,23,"(6, 23)",30,M,"('D', 'M')",1520
14988,24,Huskies,Huskies_M3,Huskies_D6,2H,2137.572046,Simple pass,33,82,22.0,70.0,M,23,6,"(23, 6)",28,D,"('M', 'D')",1668
14989,24,Huskies,Huskies_D6,Huskies_D2,2H,2139.893781,Simple pass,22,70,23.0,32.0,D,6,2,"(6, 2)",34,D,"('D', 'D')",1478
14990,24,Huskies,Huskies_D2,Huskies_D6,2H,2148.2945219999997,Simple pass,32,41,30.0,77.0,D,2,6,"(2, 6)",52,D,"('D', 'D')",1478
14991,24,Huskies,Huskies_M12,Huskies_F2,2H,2169.813661,Simple pass,10,36,26.0,31.0,M,20,11,"(20, 11)",11,F,"('M', 'F')",849
14995,24,Huskies,Huskies_D7,Huskies_M3,2H,2222.3822630000004,Simple pass,66,90,46.0,80.0,D,7,23,"(7, 23)",21,M,"('D', 'M')",1520
14996,24,Huskies,Huskies_F2,Huskies_D5,2H,2269.0717010000003,Simple pass,12,8,7.0,11.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
15007,24,Huskies,Huskies_D6,Huskies_F6,2H,2366.121647,Simple pass,69,80,81.0,95.0,D,6,15,"(6, 15)",6,F,"('D', 'F')",999
15008,24,Huskies,Huskies_F6,Huskies_M6,2H,2368.4525670000007,Simple pass,81,95,78.0,54.0,F,15,26,"(15, 26)",11,M,"('F', 'M')",699
15009,24,Huskies,Huskies_F4,Huskies_M12,2H,2374.09776,Simple pass,89,32,90.0,27.0,F,13,20,"(13, 20)",4,M,"('F', 'M')",699
15010,24,Huskies,Huskies_M12,Huskies_D5,2H,2376.274263,Simple pass,90,27,72.0,29.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
15011,24,Huskies,Huskies_D5,Huskies_M12,2H,2377.8227460000003,Simple pass,72,29,79.0,22.0,D,5,20,"(5, 20)",23,M,"('D', 'M')",1520
15012,24,Huskies,Huskies_M6,Huskies_F4,2H,2385.026011,Simple pass,83,50,84.0,49.0,M,26,13,"(26, 13)",24,F,"('M', 'F')",849
15014,24,Huskies,Huskies_M12,Huskies_D5,2H,2397.7416970000004,Head pass,68,33,49.0,10.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
15015,24,Huskies,Huskies_D5,Huskies_F2,2H,2401.276636,Simple pass,49,10,53.0,27.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
15017,24,Huskies,Huskies_M12,Huskies_M6,2H,2492.510701,Head pass,63,26,61.0,7.0,M,20,26,"(20, 26)",6,M,"('M', 'M')",1301
15024,24,Huskies,Huskies_M6,Huskies_F6,2H,2533.15902,Simple pass,56,94,72.0,83.0,M,26,15,"(26, 15)",14,F,"('M', 'F')",849
15025,24,Huskies,Huskies_F4,Huskies_M6,2H,2650.334383000001,Simple pass,59,65,66.0,77.0,F,13,26,"(13, 26)",20,M,"('F', 'M')",699
15028,24,Huskies,Huskies_D2,Huskies_M12,2H,2664.829784,High pass,42,65,80.0,8.0,D,2,20,"(2, 20)",2,M,"('D', 'M')",1520
15029,24,Huskies,Huskies_M3,Huskies_F2,2H,2675.829716,Head pass,46,52,58.0,37.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
15030,24,Huskies,Huskies_F2,Huskies_M12,2H,2678.9877300000003,Simple pass,58,37,65.0,5.0,F,11,20,"(11, 20)",18,M,"('F', 'M')",699
15032,24,Huskies,Huskies_D6,Huskies_F6,2H,2732.191829000001,Simple pass,12,65,12.0,95.0,D,6,15,"(6, 15)",6,F,"('D', 'F')",999
15033,24,Huskies,Huskies_D2,Huskies_D5,2H,2767.671612,Simple pass,34,47,39.0,27.0,D,2,5,"(2, 5)",47,D,"('D', 'D')",1478
15034,24,Huskies,Huskies_D5,Huskies_M12,2H,2770.904571,Simple pass,39,27,52.0,8.0,D,5,20,"(5, 20)",23,M,"('D', 'M')",1520
15035,24,Huskies,Huskies_M12,Huskies_D5,2H,2771.997311,Simple pass,52,8,37.0,18.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
15036,24,Huskies,Huskies_D5,Huskies_M6,2H,2774.320852,High pass,37,18,39.0,16.0,D,5,26,"(5, 26)",67,M,"('D', 'M')",1520
15037,24,Huskies,Huskies_F2,Huskies_M12,2H,2778.692351,Simple pass,71,37,71.0,22.0,F,11,20,"(11, 20)",18,M,"('F', 'M')",699
15038,24,Huskies,Huskies_M12,Huskies_D5,2H,2781.949801,Simple pass,71,22,62.0,17.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
15039,24,Huskies,Huskies_D5,Huskies_F2,2H,2784.691635,Simple pass,62,17,66.0,32.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
15040,24,Huskies,Huskies_F2,Huskies_D5,2H,2785.476732,Simple pass,66,32,53.0,14.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
15041,24,Huskies,Huskies_D5,Huskies_D6,2H,2788.044354,Simple pass,53,14,39.0,63.0,D,5,6,"(5, 6)",12,D,"('D', 'D')",1478
15042,24,Huskies,Huskies_D6,Huskies_F6,2H,2792.149373,High pass,39,63,70.0,97.0,D,6,15,"(6, 15)",6,F,"('D', 'F')",999
15044,24,Huskies,Huskies_D6,Huskies_M3,2H,2850.665992,Head pass,8,60,11.0,55.0,D,6,23,"(6, 23)",30,M,"('D', 'M')",1520
15045,24,Huskies,Huskies_F2,Huskies_D2,2H,2862.612728,Simple pass,25,27,27.0,46.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
15046,24,Huskies,Huskies_D2,Huskies_M3,2H,2864.7604109999997,Simple pass,27,46,44.0,65.0,D,2,23,"(2, 23)",44,M,"('D', 'M')",1520
15047,24,Huskies,Huskies_M3,Huskies_F2,2H,2870.590223,Simple pass,44,65,49.0,51.0,M,23,11,"(23, 11)",63,F,"('M', 'F')",849
15048,24,Huskies,Huskies_F2,Huskies_D5,2H,2872.6787780000004,Simple pass,49,51,61.0,25.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
15049,24,Huskies,Huskies_D5,Huskies_F2,2H,2877.13938,Simple pass,61,25,65.0,35.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
15050,24,Huskies,Huskies_F2,Huskies_M12,2H,2879.745082000001,Simple pass,65,35,71.0,7.0,F,11,20,"(11, 20)",18,M,"('F', 'M')",699
15051,24,Huskies,Huskies_M12,Huskies_D5,2H,2882.526279,Simple pass,71,7,93.0,9.0,M,20,5,"(20, 5)",22,D,"('M', 'D')",1668
15052,24,Huskies,Huskies_F2,Huskies_D2,2H,2891.502723,Simple pass,69,30,51.0,38.0,F,11,2,"(11, 2)",33,D,"('F', 'D')",655
15053,24,Huskies,Huskies_D2,Huskies_D6,2H,2894.185658000001,Simple pass,51,38,66.0,94.0,D,2,6,"(2, 6)",52,D,"('D', 'D')",1478
15054,24,Huskies,Huskies_D5,Huskies_F2,2H,2907.5837850000003,Simple pass,78,8,70.0,27.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
15055,24,Huskies,Huskies_F2,Huskies_M3,2H,2910.244248,Simple pass,70,27,77.0,51.0,F,11,23,"(11, 23)",58,M,"('F', 'M')",699
15057,24,Huskies,Huskies_D7,Huskies_G1,2H,2956.726141,Simple pass,15,94,0.0,89.0,D,7,16,"(7, 16)",31,G,"('D', 'G')",443
15059,24,Huskies,Huskies_D2,Huskies_D7,2H,2986.5442650000005,Simple pass,42,58,41.0,75.0,D,2,7,"(2, 7)",26,D,"('D', 'D')",1478
15060,24,Huskies,Huskies_D7,Huskies_D6,2H,2988.365264,Simple pass,41,75,31.0,65.0,D,7,6,"(7, 6)",24,D,"('D', 'D')",1478
15061,24,Huskies,Huskies_D6,Huskies_F6,2H,2989.439181,Launch,31,65,45.0,96.0,D,6,15,"(6, 15)",6,F,"('D', 'F')",999
15068,24,Huskies,Huskies_D6,Huskies_F2,2H,3111.7660400000004,Head pass,36,55,29.0,61.0,D,6,11,"(6, 11)",28,F,"('D', 'F')",999
15069,25,Huskies,Huskies_F6,Huskies_D3,1H,2.1274910000000204,Simple pass,50,50,31.0,49.0,F,15,3,"(15, 3)",6,D,"('F', 'D')",655
15070,25,Huskies,Huskies_D3,Huskies_D1,1H,4.314386000000013,Simple pass,31,49,30.0,8.0,D,3,0,"(3, 0)",98,D,"('D', 'D')",1478
15071,25,Huskies,Huskies_D1,Huskies_G1,1H,11.90963499999998,Head pass,32,16,13.0,43.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
15072,25,Huskies,Huskies_D5,Huskies_D3,1H,42.53000400000003,Head pass,8,46,8.0,58.0,D,5,3,"(5, 3)",15,D,"('D', 'D')",1478
15074,25,Huskies,Huskies_D1,Huskies_F6,1H,122.091365,Head pass,24,68,45.0,96.0,D,0,15,"(0, 15)",18,F,"('D', 'F')",999
15075,25,Huskies,Huskies_F6,Huskies_F4,1H,124.087291,Head pass,45,96,52.0,80.0,F,15,13,"(15, 13)",16,F,"('F', 'F')",299
15077,25,Huskies,Huskies_M4,Huskies_D8,1H,162.628419,Simple pass,36,95,26.0,94.0,M,24,8,"(24, 8)",25,D,"('M', 'D')",1668
15078,25,Huskies,Huskies_D8,Huskies_F4,1H,170.75318700000003,High pass,27,92,66.0,79.0,D,8,13,"(8, 13)",11,F,"('D', 'F')",999
15079,25,Huskies,Huskies_G1,Huskies_D3,1H,218.15236000000004,Hand pass,12,47,27.0,84.0,G,16,3,"(16, 3)",49,D,"('G', 'D')",257
15080,25,Huskies,Huskies_M1,Huskies_F2,1H,229.285854,Simple pass,58,70,56.0,58.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
15081,25,Huskies,Huskies_F2,Huskies_D5,1H,230.707987,Simple pass,56,58,57.0,9.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
15082,25,Huskies,Huskies_D5,Huskies_F2,1H,234.05258999999998,Simple pass,57,9,56.0,24.0,D,5,11,"(5, 11)",97,F,"('D', 'F')",999
15083,25,Huskies,Huskies_F2,Huskies_D1,1H,235.44269,Simple pass,56,24,41.0,29.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
15084,25,Huskies,Huskies_D1,Huskies_D8,1H,238.91829299999995,High pass,41,29,64.0,95.0,D,0,8,"(0, 8)",23,D,"('D', 'D')",1478
15085,25,Huskies,Huskies_D8,Huskies_D3,1H,243.011662,Simple pass,64,95,48.0,93.0,D,8,3,"(8, 3)",42,D,"('D', 'D')",1478
15103,25,Huskies,Huskies_D5,Huskies_F4,1H,398.849016,High pass,17,11,58.0,20.0,D,5,13,"(5, 13)",27,F,"('D', 'F')",999
15112,25,Huskies,Huskies_G1,Huskies_D1,1H,437.02783700000003,Hand pass,12,25,17.0,22.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
15113,25,Huskies,Huskies_D1,Huskies_D3,1H,440.604109,Simple pass,17,22,23.0,75.0,D,0,3,"(0, 3)",105,D,"('D', 'D')",1478
15114,25,Huskies,Huskies_D3,Huskies_D8,1H,443.332061,Simple pass,23,75,33.0,95.0,D,3,8,"(3, 8)",42,D,"('D', 'D')",1478
15115,25,Huskies,Huskies_F2,Huskies_D8,1H,456.689997,Simple pass,39,94,30.0,95.0,F,11,8,"(11, 8)",41,D,"('F', 'D')",655
15116,25,Huskies,Huskies_D8,Huskies_F4,1H,457.971501,High pass,30,95,61.0,71.0,D,8,13,"(8, 13)",11,F,"('D', 'F')",999
15117,25,Huskies,Huskies_F2,Huskies_D8,1H,487.387525,Simple pass,37,74,29.0,93.0,F,11,8,"(11, 8)",41,D,"('F', 'D')",655
15118,25,Huskies,Huskies_D8,Huskies_F6,1H,488.87933300000003,Simple pass,29,93,48.0,93.0,D,8,15,"(8, 15)",49,F,"('D', 'F')",999
15120,25,Huskies,Huskies_D1,Huskies_D5,1H,494.184602,Simple pass,25,64,24.0,34.0,D,0,5,"(0, 5)",57,D,"('D', 'D')",1478
15143,25,Huskies,Huskies_M6,Huskies_D5,1H,663.183605,Simple pass,49,9,43.0,4.0,M,26,5,"(26, 5)",71,D,"('M', 'D')",1668
15144,25,Huskies,Huskies_D5,Huskies_F4,1H,663.996551,High pass,43,4,73.0,13.0,D,5,13,"(5, 13)",27,F,"('D', 'F')",999
15148,25,Huskies,Huskies_D3,Huskies_F6,1H,684.8793469999999,Simple pass,23,95,32.0,96.0,D,3,15,"(3, 15)",21,F,"('D', 'F')",999
15149,25,Huskies,Huskies_F6,Huskies_F2,1H,686.479609,Simple pass,32,96,34.0,81.0,F,15,11,"(15, 11)",22,F,"('F', 'F')",299
15150,25,Huskies,Huskies_F2,Huskies_D1,1H,688.655425,Simple pass,34,81,20.0,61.0,F,11,0,"(11, 0)",55,D,"('F', 'D')",655
15151,25,Huskies,Huskies_D1,Huskies_G1,1H,690.625032,Simple pass,20,61,7.0,46.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
15152,25,Huskies,Huskies_G1,Huskies_F4,1H,692.833291,Launch,7,46,58.0,21.0,G,16,13,"(16, 13)",15,F,"('G', 'F')",133
15153,25,Huskies,Huskies_D5,Huskies_M6,1H,700.61776,Head pass,42,20,60.0,33.0,D,5,26,"(5, 26)",67,M,"('D', 'M')",1520
15154,25,Huskies,Huskies_D3,Huskies_F2,1H,707.7472889999999,Simple pass,33,42,45.0,70.0,D,3,11,"(3, 11)",50,F,"('D', 'F')",999
15155,25,Huskies,Huskies_F2,Huskies_D8,1H,710.770579,Simple pass,45,70,43.0,92.0,F,11,8,"(11, 8)",41,D,"('F', 'D')",655
15156,25,Huskies,Huskies_D8,Huskies_F2,1H,712.424173,Simple pass,43,92,46.0,81.0,D,8,11,"(8, 11)",19,F,"('D', 'F')",999
15160,25,Huskies,Huskies_D3,Huskies_G1,1H,739.041561,Simple pass,21,93,8.0,77.0,D,3,16,"(3, 16)",120,G,"('D', 'G')",443
15164,25,Huskies,Huskies_F2,Huskies_M1,1H,830.0670050000001,Simple pass,26,80,17.0,74.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
15169,25,Huskies,Huskies_D1,Huskies_G1,1H,885.5300990000002,Simple pass,27,29,7.0,39.0,D,0,16,"(0, 16)",107,G,"('D', 'G')",443
15170,25,Huskies,Huskies_G1,Huskies_D1,1H,888.5926880000001,Simple pass,7,39,19.0,35.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
15171,25,Huskies,Huskies_D1,Huskies_M6,1H,894.2507929999998,Simple pass,34,29,56.0,10.0,D,0,26,"(0, 26)",21,M,"('D', 'M')",1520
15172,25,Huskies,Huskies_M6,Huskies_D5,1H,896.2842800000002,Simple pass,56,10,41.0,7.0,M,26,5,"(26, 5)",71,D,"('M', 'D')",1668
15173,25,Huskies,Huskies_D5,Huskies_D1,1H,898.1589130000001,Simple pass,41,7,32.0,28.0,D,5,0,"(5, 0)",36,D,"('D', 'D')",1478
15175,25,Huskies,Huskies_D5,Huskies_M6,1H,954.599625,Head pass,5,16,10.0,15.0,D,5,26,"(5, 26)",67,M,"('D', 'M')",1520
15176,25,Huskies,Huskies_M6,Huskies_F4,1H,956.115072,Launch,10,15,36.0,21.0,M,26,13,"(26, 13)",24,F,"('M', 'F')",849
15179,25,Huskies,Huskies_G1,Huskies_D1,1H,976.7045710000001,Hand pass,11,35,26.0,20.0,G,16,0,"(16, 0)",76,D,"('G', 'D')",257
15180,25,Huskies,Huskies_D1,Huskies_D5,1H,980.124619,Simple pass,26,20,29.0,12.0,D,0,5,"(0, 5)",57,D,"('D', 'D')",1478
15181,25,Huskies,Huskies_D5,Huskies_D1,1H,983.3950570000001,Simple pass,29,12,12.0,35.0,D,5,0,"(5, 0)",36,D,"('D', 'D')",1478
15182,25,Huskies,Huskies_D1,Huskies_M1,1H,986.299127,Simple pass,12,35,31.0,28.0,D,0,17,"(0, 17)",92,M,"('D', 'M')",1520
15183,25,Huskies,Huskies_M1,Huskies_D5,1H,988.76765,Simple pass,31,28,28.0,18.0,M,17,5,"(17, 5)",79,D,"('M', 'D')",1668
15184,25,Huskies,Huskies_D5,Huskies_M4,1H,991.6988949999999,High pass,28,18,73.0,15.0,D,5,24,"(5, 24)",29,M,"('D', 'M')",1520
15185,25,Huskies,Huskies_F2,Huskies_M1,1H,1015.863366,Simple pass,66,19,58.0,14.0,F,11,17,"(11, 17)",117,M,"('F', 'M')",699
15186,25,Huskies,Huskies_M1,Huskies_F2,1H,1016.957126,Simple pass,58,14,66.0,11.0,M,17,11,"(17, 11)",182,F,"('M', 'F')",849
15187,25,Huskies,Huskies_F2,Huskies_D5,1H,1017.959952,Simple pass,66,11,57.0,6.0,F,11,5,"(11, 5)",84,D,"('F', 'D')",655
15188,25,Huskies,Huskies_D5,Huskies_D3,1H,1019.7456490000001,High pass,57,6,51.0,71.0,D,5,3,"(5, 3)",15,D,"('D', 'D')",1478
15189,25,Huskies,Huskies_M1,Huskies_F6,1H,1037.683224,Simple pass,64,91,73.0,86.0,M,17,15,"(17, 15)",31,F,"('M', 'F')",849
15190,25,Huskies,Huskies_F6,Huskies_D8,1H,1039.963804,Simple pass,74,79,95.0,87.0,F,15,8,"(15, 8)",37,D,"('F', 'D')",655
15197,25,Huskies,Huskies_D1,Huskies_F4,1H,1116.843907,High pass,24,7,55.0,3.0,D,0,13,"(0, 13)",19,F,"('D', 'F')",999
15207,25,Huskies,Huskies_D8,Huskies_F6,1H,1152.134086,Simple pass,32,92,61.0,95.0,D,8,15,"(8, 15)",49,F,"('D', 'F')",999
15208,25,Huskies,Huskies_F6,Huskies_D8,1H,1155.7223210000002,Simple pass,61,95,91.0,96.0,F,15,8,"(15, 8)",37,D,"('F', 'D')",655
15209,25,Huskies,Huskies_D1,Huskies_F4,1H,1241.73333,High pass,15,28,57.0,3.0,D,0,13,"(0, 13)",19,F,"('D', 'F')",999
15210,25,Huskies,Huskies_F2,Huskies_D8,1H,1254.169136,Simple pass,32,63,29.0,88.0,F,11,8,"(11, 8)",41,D,"('F', 'D')",655
