,Unnamed: 0,Unnamed: 0.1,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerIDFit,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount,dist,PositionFitPairScore,OneDevideDist,StdPassingBetweenPlayerCount,weight,OutCount,InCount
5868,5868,13183,22,Huskies,Huskies_D6,Huskies_M4,1H,223.874141,Simple pass,75,97,88.0,85.0,D,6,24,"(24, 6)",19,M,"('D', 'M')",1520,17.691806012954128,0.75,0.05652334189442215,0.09944751381215468,0.3059214145583692,322,521
5869,5869,13184,22,Huskies,Huskies_M9,Huskies_D6,1H,228.15935299999998,Simple pass,88,73,81.0,74.0,M,29,6,"(6, 29)",14,D,"('M', 'D')",1668,7.071067811865476,0.25,0.1414213562373095,0.0718232044198895,0.1454273963570097,130,327
5870,5870,13185,22,Huskies,Huskies_M9,Huskies_F4,1H,315.9844740000001,Simple pass,45,82,56.0,79.0,M,29,13,"(13, 29)",4,F,"('M', 'F')",849,11.401754250991381,0.25,0.08770580193070293,0.016574585635359115,0.1160031944621793,130,289
5871,5871,13186,22,Huskies,Huskies_F4,Huskies_F2,1H,320.627985,Simple pass,57,62,46.0,58.0,F,13,11,"(11, 13)",9,F,"('F', 'F')",299,11.704699910719626,1.0,0.0854357657716761,0.044198895027624314,0.38669274845172413,125,927
5872,5872,13193,22,Huskies,Huskies_M4,Huskies_D1,1H,369.69148800000005,Simple pass,37,55,34.0,87.0,M,24,0,"(0, 24)",30,D,"('M', 'D')",1668,32.14031735997639,0.25,0.031113569564352763,0.16022099447513813,0.15594181147386701,497,678
5873,5873,13194,22,Huskies,Huskies_D1,Huskies_D6,1H,372.843705,Simple pass,34,87,57.0,98.0,D,0,6,"(6, 0)",25,D,"('D', 'D')",1478,25.495097567963924,1.0,0.039223227027636816,0.13259668508287292,0.3935388587118684,851,327
5874,5874,13196,22,Huskies,Huskies_D6,Huskies_F2,1H,404.800156,Head pass,59,99,63.0,86.0,D,6,11,"(11, 6)",28,F,"('D', 'F')",999,13.601470508735444,0.5,0.07352146220938077,0.14917127071823205,0.253511130819944,322,927
5875,5875,13203,22,Huskies,Huskies_M12,Huskies_D5,1H,476.86325300000004,Simple pass,52,10,42.0,7.0,M,20,5,"(5, 20)",22,D,"('M', 'D')",1668,10.44030650891055,0.25,0.09578262852211514,0.1160220994475138,0.1483212701087255,134,581
5876,5876,13204,22,Huskies,Huskies_D5,Huskies_M3,1H,478.350887,Simple pass,42,7,42.0,27.0,D,5,23,"(23, 5)",69,M,"('D', 'M')",1520,20.0,0.75,0.05,0.3756906077348066,0.3942251139897447,625,717
5877,5877,13205,22,Huskies,Huskies_M3,Huskies_D6,1H,479.35021,Simple pass,42,27,60.0,94.0,M,23,6,"(6, 23)",28,D,"('M', 'D')",1668,69.3757882838098,0.25,0.014414250630336543,0.14917127071823205,0.14862325875267093,887,327
5878,5878,13206,22,Huskies,Huskies_D5,Huskies_G1,1H,533.677427,Simple pass,25,10,4.0,34.0,D,5,16,"(16, 5)",27,G,"('D', 'G')",443,31.89043743820395,0.5,0.03135736227945324,0.143646408839779,0.2309142910660564,625,496
5879,5879,13207,22,Huskies,Huskies_G1,Huskies_M12,1H,537.81237,High pass,4,34,43.0,18.0,G,16,20,"(20, 16)",12,M,"('G', 'M')",81,42.154477816715975,0.25,0.02372227226601913,0.06077348066298342,0.10943006834690881,473,215
5880,5880,13208,22,Huskies,Huskies_D5,Huskies_M3,1H,543.698629,Head pass,43,7,46.0,34.0,D,5,23,"(23, 5)",69,M,"('D', 'M')",1520,27.166155414412252,0.75,0.03681050869161552,0.3756906077348066,0.3942251139897447,625,717
5881,5881,13213,22,Huskies,Huskies_D5,Huskies_D6,1H,575.109083,Simple pass,27,19,31.0,94.0,D,5,6,"(6, 5)",12,D,"('D', 'D')",1478,75.1065909225016,1.0,0.01331441072903769,0.06077348066298342,0.3682413432920763,625,327
5882,5882,13214,22,Huskies,Huskies_D6,Huskies_D1,1H,578.3837980000002,Simple pass,31,94,25.0,78.0,D,6,0,"(0, 6)",12,D,"('D', 'D')",1478,17.08800749063506,1.0,0.05852057359806528,0.06077348066298342,0.3707524417672374,322,678
5883,5883,13215,22,Huskies,Huskies_M9,Huskies_D6,1H,590.4651200000002,Simple pass,67,93,62.0,97.0,M,29,6,"(6, 29)",14,D,"('M', 'D')",1668,6.4031242374328485,0.25,0.15617376188860607,0.0718232044198895,0.1454273963570097,130,327
5884,5884,13216,22,Huskies,Huskies_D6,Huskies_F4,1H,592.852401,High pass,62,97,95.0,66.0,D,6,13,"(13, 6)",5,F,"('D', 'F')",999,45.276925690687094,0.5,0.02208630521496931,0.022099447513812157,0.18733203192016473,322,289
5885,5885,13218,22,Huskies,Huskies_M12,Huskies_F2,1H,677.985937,Simple pass,67,30,72.0,36.0,M,20,11,"(11, 20)",11,F,"('M', 'F')",849,7.810249675906653,0.25,0.12803687993289598,0.055248618784530384,0.12926951954547128,134,927
5886,5886,13219,22,Huskies,Huskies_F2,Huskies_M3,1H,679.692621,Simple pass,72,36,61.0,47.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,15.556349186104045,0.75,0.0642824346533225,0.3149171270718232,0.3818150480912916,859,717
5887,5887,13220,22,Huskies,Huskies_M3,Huskies_M4,1H,680.91177,Simple pass,61,47,67.0,47.0,M,23,24,"(24, 23)",27,M,"('M', 'M')",1301,6.0,1.0,0.16666666666666666,0.143646408839779,0.4065306011784742,887,521
5888,5888,13221,22,Huskies,Huskies_M4,Huskies_F2,1H,684.085815,Simple pass,67,47,64.0,38.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,9.486832980505136,0.25,0.10540925533894598,0.2707182320441989,0.20226257678201143,497,927
5889,5889,13222,22,Huskies,Huskies_F2,Huskies_M3,1H,686.908277,Simple pass,64,38,53.0,52.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,17.804493814764854,0.75,0.05616559563017304,0.3149171270718232,0.3818150480912916,859,717
5890,5890,13223,22,Huskies,Huskies_M3,Huskies_F2,1H,688.952305,Simple pass,53,52,60.0,28.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,25.0,0.25,0.04,0.3425414364640884,0.22392192093033542,887,927
5891,5891,13224,22,Huskies,Huskies_F2,Huskies_D5,1H,690.489544,Simple pass,60,28,75.0,7.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,25.806975801127876,0.5,0.03874921291460643,0.4585635359116022,0.3380788675174041,859,581
5892,5892,13225,22,Huskies,Huskies_D5,Huskies_F2,1H,694.983778,Simple pass,75,7,68.0,36.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,29.8328677803526,0.5,0.033520076157699544,0.5303867403314917,0.36489541375579404,625,927
5893,5893,13226,22,Huskies,Huskies_F2,Huskies_M12,1H,697.654348,Simple pass,68,36,79.0,60.0,F,11,20,"(20, 11)",18,M,"('F', 'M')",699,26.40075756488817,0.75,0.03787770095392851,0.09392265193370164,0.29612930795009995,859,215
5894,5894,13227,22,Huskies,Huskies_M12,Huskies_D6,1H,703.4314969999997,Simple pass,74,83,72.0,97.0,M,20,6,"(6, 20)",3,D,"('M', 'D')",1668,14.142135623730953,0.25,0.07071067811865475,0.011049723756906077,0.10432195381116416,134,327
5895,5895,13228,22,Huskies,Huskies_D6,Huskies_M3,1H,704.472904,Simple pass,72,97,60.0,79.0,D,6,23,"(23, 6)",30,M,"('D', 'M')",1520,21.633307652783934,0.75,0.04622501635210242,0.16022099447513813,0.32390577697330447,322,717
5896,5896,13229,22,Huskies,Huskies_M3,Huskies_F2,1H,706.855599,Simple pass,60,79,63.0,65.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,14.31782106327635,0.25,0.06984302957695783,0.3425414364640884,0.22392192093033542,887,927
5897,5897,13230,22,Huskies,Huskies_F2,Huskies_M9,1H,710.305282,Simple pass,66,70,73.0,57.0,F,11,29,"(29, 11)",15,M,"('F', 'M')",699,14.7648230602334,0.75,0.06772854614785964,0.07734806629834254,0.29872239401968537,859,142
5898,5898,13231,22,Huskies,Huskies_M9,Huskies_M4,1H,711.08289,Simple pass,73,57,71.0,42.0,M,29,24,"(24, 29)",6,M,"('M', 'M')",1301,15.132745950421555,1.0,0.06608186004550898,0.027624309392265192,0.4027238805542885,130,521
5899,5899,13232,22,Huskies,Huskies_M4,Huskies_D5,1H,713.90889,Simple pass,71,42,76.0,13.0,M,24,5,"(5, 24)",23,D,"('M', 'D')",1668,29.427877939124322,0.25,0.033981383301529236,0.12154696132596685,0.14294540236457945,497,581
5900,5900,13233,22,Huskies,Huskies_D5,Huskies_F2,1H,715.814325,Simple pass,76,13,70.0,45.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,32.55764119219941,0.5,0.030714755841697562,0.5303867403314917,0.36489541375579404,625,927
5901,5901,13234,22,Huskies,Huskies_F2,Huskies_D6,1H,721.0014610000003,Simple pass,70,45,74.0,98.0,F,11,6,"(6, 11)",41,D,"('F', 'D')",655,53.150729063673246,0.5,0.018814417367671945,0.22099447513812154,0.255629038204635,859,327
5902,5902,13235,22,Huskies,Huskies_D6,Huskies_M3,1H,724.409622,Simple pass,74,98,60.0,85.0,D,6,23,"(23, 6)",30,M,"('D', 'M')",1520,19.104973174542803,0.75,0.052342392259021375,0.16022099447513813,0.32390577697330447,322,717
5903,5903,13236,22,Huskies,Huskies_M3,Huskies_F2,1H,726.242226,Simple pass,60,85,63.0,65.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,20.223748416156685,0.25,0.04944681764341488,0.3425414364640884,0.22392192093033542,887,927
5904,5904,13283,22,Huskies,Huskies_M3,Huskies_D2,1H,981.964715,Simple pass,59,81,47.0,46.0,M,23,2,"(2, 23)",46,D,"('M', 'D')",1668,37.0,0.25,0.027027027027027032,0.24861878453038674,0.183600058671047,887,467
5905,5905,13284,22,Huskies,Huskies_D2,Huskies_D5,1H,985.776571,Simple pass,47,46,36.0,21.0,D,2,5,"(5, 2)",47,D,"('D', 'D')",1478,27.313000567495326,1.0,0.036612601296910616,0.2541436464088398,0.4322164201540749,580,581
5906,5906,13285,22,Huskies,Huskies_D5,Huskies_G1,1H,990.501112,Simple pass,36,21,10.0,54.0,D,5,16,"(16, 5)",27,G,"('D', 'G')",443,42.01190307520001,0.5,0.02380277794628896,0.143646408839779,0.2309142910660564,625,496
5907,5907,13286,22,Huskies,Huskies_G1,Huskies_D6,1H,996.313605,Simple pass,10,54,33.0,96.0,G,16,6,"(6, 16)",27,D,"('G', 'D')",257,47.88527957525152,0.5,0.02088324447241671,0.143646408839779,0.22603422490622832,473,327
5908,5908,13287,22,Huskies,Huskies_D6,Huskies_M3,1H,997.723003,Simple pass,33,96,38.0,68.0,D,6,23,"(23, 6)",30,M,"('D', 'M')",1520,28.442925306655784,0.75,0.035158127696731496,0.16022099447513813,0.32390577697330447,322,717
5909,5909,13288,22,Huskies,Huskies_M3,Huskies_D5,1H,1002.0833859999999,High pass,38,68,59.0,9.0,M,23,5,"(5, 23)",67,D,"('M', 'D')",1668,62.62587324740471,0.25,0.015967841215554487,0.36464088397790057,0.23083114954840142,887,581
5910,5910,13290,22,Huskies,Huskies_M4,Huskies_M3,1H,1010.475194,Simple pass,58,40,44.0,36.0,M,24,23,"(23, 24)",26,M,"('M', 'M')",1301,14.560219778561034,1.0,0.06868028197434453,0.13812154696132595,0.40668278557630677,497,717
5911,5911,13291,22,Huskies,Huskies_M3,Huskies_F2,1H,1011.864698,Simple pass,44,36,49.0,48.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,13.0,0.25,0.07692307692307693,0.3425414364640884,0.22392192093033542,887,927
5912,5912,13293,22,Huskies,Huskies_D2,Huskies_F2,1H,1100.581383,Head pass,40,36,58.0,38.0,D,2,11,"(11, 2)",56,F,"('D', 'F')",999,18.110770276274835,0.5,0.05521576303742327,0.30386740331491713,0.2894483385581742,580,927
5913,5913,13294,22,Huskies,Huskies_F2,Huskies_M3,1H,1102.314349,Simple pass,58,38,52.0,36.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,6.324555320336759,0.75,0.15811388300841894,0.3149171270718232,0.3818150480912916,859,717
5914,5914,13295,22,Huskies,Huskies_M3,Huskies_F2,1H,1103.9022619999996,Simple pass,52,36,58.0,41.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,7.810249675906653,0.25,0.12803687993289598,0.3425414364640884,0.22392192093033542,887,927
5915,5915,13296,22,Huskies,Huskies_F2,Huskies_M3,1H,1104.719394,Simple pass,58,41,46.0,46.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,13.0,0.75,0.07692307692307693,0.3149171270718232,0.3818150480912916,859,717
5916,5916,13297,22,Huskies,Huskies_M3,Huskies_D6,1H,1106.05906,Simple pass,46,46,57.0,98.0,M,23,6,"(6, 23)",28,D,"('M', 'D')",1668,53.150729063673246,0.25,0.018814417367671945,0.14917127071823205,0.14862325875267093,887,327
5917,5917,13298,22,Huskies,Huskies_F4,Huskies_F4,1H,1126.339193,Simple pass,89,96,88.0,94.0,F,13,13,"(13, 13)",3,F,"('F', 'F')",299,2.23606797749979,1.0,0.4472135954999579,0.011049723756906077,0.5036741549377943,125,289
5918,5918,13299,22,Huskies,Huskies_M9,Huskies_F4,1H,1127.419455,Simple pass,91,90,87.0,85.0,M,29,13,"(13, 29)",4,F,"('M', 'F')",849,6.4031242374328485,0.25,0.15617376188860607,0.016574585635359115,0.1160031944621793,130,289
5919,5919,13308,22,Huskies,Huskies_D2,Huskies_D1,1H,1294.687776,Simple pass,47,15,43.0,55.0,D,2,0,"(0, 2)",62,D,"('D', 'D')",1478,40.19950248448356,1.0,0.024875929755249732,0.3370165745856354,0.45812201470185776,580,678
5920,5920,13314,22,Huskies,Huskies_D2,Huskies_F4,1H,1351.697639,High pass,24,27,56.0,16.0,D,2,13,"(13, 2)",8,F,"('D', 'F')",999,33.83784863137726,0.5,0.029552706228277083,0.03867403314917127,0.18922554895845364,580,289
5921,5921,13322,22,Huskies,Huskies_M12,Huskies_F2,1H,1398.0625300000006,Simple pass,54,21,46.0,36.0,M,20,11,"(11, 20)",11,F,"('M', 'F')",849,17.0,0.25,0.05882352941176471,0.055248618784530384,0.12926951954547128,134,927
5922,5922,13323,22,Huskies,Huskies_F2,Huskies_M9,1H,1403.52389,Simple pass,68,48,84.0,47.0,F,11,29,"(29, 11)",15,M,"('F', 'M')",699,16.031219541881402,0.75,0.062378286155180526,0.07734806629834254,0.29872239401968537,859,142
5923,5923,13324,22,Huskies,Huskies_M4,Huskies_F2,1H,1456.9800460000001,Simple pass,36,30,53.0,33.0,M,24,11,"(11, 24)",50,F,"('M', 'F')",849,17.262676501632072,0.25,0.057928444636349226,0.2707182320441989,0.20226257678201143,497,927
5924,5924,13325,22,Huskies,Huskies_F2,Huskies_M3,1H,1460.7682949999999,Simple pass,53,33,45.0,34.0,F,11,23,"(23, 11)",58,M,"('F', 'M')",699,8.06225774829855,0.75,0.12403473458920848,0.3149171270718232,0.3818150480912916,859,717
5925,5925,13326,22,Huskies,Huskies_M3,Huskies_D5,1H,1461.922288,Simple pass,45,34,67.0,14.0,M,23,5,"(5, 23)",67,D,"('M', 'D')",1668,29.732137494637012,0.25,0.03363363969981562,0.36464088397790057,0.23083114954840142,887,581
5926,5926,13327,22,Huskies,Huskies_D5,Huskies_F4,1H,1464.970466,Simple pass,67,14,75.0,14.0,D,5,13,"(13, 5)",27,F,"('D', 'F')",999,8.0,0.5,0.125,0.143646408839779,0.23082142739192116,625,289
5927,5927,13332,22,Huskies,Huskies_G1,Huskies_D1,1H,1609.559614,Hand pass,10,45,31.0,87.0,G,16,0,"(0, 16)",76,D,"('G', 'D')",257,46.957427527495575,0.5,0.021295885499998002,0.4143646408839779,0.3176955831493369,473,678
5928,5928,13338,22,Huskies,Huskies_D1,Huskies_F2,1H,1629.79114,Simple pass,26,53,34.0,47.0,D,0,11,"(11, 0)",49,F,"('D', 'F')",999,10.0,0.5,0.1,0.26519337016574585,0.27734955359193797,851,927
5929,5929,13339,22,Huskies,Huskies_F2,Huskies_D5,1H,1630.9763369999994,Simple pass,34,47,31.0,20.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,27.166155414412252,0.5,0.03681050869161552,0.4585635359116022,0.3380788675174041,859,581
5930,5930,13340,22,Huskies,Huskies_D5,Huskies_F4,1H,1634.5373849999999,Simple pass,31,20,58.0,7.0,D,5,13,"(13, 5)",27,F,"('D', 'F')",999,29.966648127543394,0.5,0.033370432213299994,0.143646408839779,0.23082142739192116,625,289
5931,5931,13365,22,Huskies,Huskies_F2,Huskies_M4,1H,1742.6377,Simple pass,28,53,36.0,31.0,F,11,24,"(24, 11)",50,M,"('F', 'M')",699,23.40939982143925,0.75,0.04271788288583805,0.2707182320441989,0.36635308880936285,859,521
5932,5932,13366,22,Huskies,Huskies_M4,Huskies_M12,1H,1745.056225,Simple pass,36,31,39.0,9.0,M,24,20,"(20, 24)",7,M,"('M', 'M')",1301,22.203603311174522,1.0,0.045037734911104486,0.03314917127071823,0.3628780842339543,497,215
5933,5933,13367,22,Huskies,Huskies_D2,Huskies_G1,1H,1791.291102,Head pass,38,62,14.0,52.0,D,2,16,"(16, 2)",62,G,"('D', 'G')",443,26.0,0.5,0.038461538461538464,0.3370165745856354,0.29224914616621034,580,496
5934,5934,13368,22,Huskies,Huskies_G1,Huskies_D2,1H,1795.942813,Hand pass,14,52,28.0,35.0,G,16,2,"(2, 16)",29,D,"('G', 'D')",257,22.02271554554524,0.5,0.04540766091864999,0.15469613259668508,0.2359401819387185,473,467
5935,5935,13369,22,Huskies,Huskies_D2,Huskies_D1,1H,1800.8967850000001,Simple pass,28,35,34.0,79.0,D,2,0,"(0, 2)",62,D,"('D', 'D')",1478,44.407206622349044,1.0,0.022518867455552247,0.3370165745856354,0.45812201470185776,580,678
5936,5936,13370,22,Huskies,Huskies_D1,Huskies_D6,1H,1803.559916,High pass,34,79,66.0,99.0,D,0,6,"(6, 0)",25,D,"('D', 'D')",1478,37.735924528226406,1.0,0.026499947000159,0.13259668508287292,0.3935388587118684,851,327
5937,5937,13395,22,Huskies,Huskies_D1,Huskies_F2,1H,1872.086889,Simple pass,26,69,25.0,53.0,D,0,11,"(11, 0)",49,F,"('D', 'F')",999,16.031219541881402,0.5,0.062378286155180526,0.26519337016574585,0.27734955359193797,851,927
5938,5938,13396,22,Huskies,Huskies_F2,Huskies_D5,1H,1873.76351,Simple pass,25,53,22.0,32.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,21.213203435596427,0.5,0.04714045207910317,0.4585635359116022,0.3380788675174041,859,581
5939,5939,13397,22,Huskies,Huskies_D5,Huskies_D2,1H,1881.984946,Simple pass,40,12,25.0,34.0,D,5,2,"(2, 5)",40,D,"('D', 'D')",1478,26.627053911388696,1.0,0.03755578830943399,0.2154696132596685,0.4205797151305767,625,467
5940,5940,13398,22,Huskies,Huskies_D2,Huskies_G1,1H,1885.5473129999998,Simple pass,25,34,7.0,58.0,D,2,16,"(16, 2)",62,G,"('D', 'G')",443,30.0,0.5,0.03333333333333333,0.3370165745856354,0.29224914616621034,580,496
5941,5941,13399,22,Huskies,Huskies_D6,Huskies_F2,1H,1909.337778,Simple pass,63,88,72.0,90.0,D,6,11,"(11, 6)",28,F,"('D', 'F')",999,9.219544457292887,0.5,0.10846522890932808,0.14917127071823205,0.253511130819944,322,927
5942,5942,13400,22,Huskies,Huskies_F4,Huskies_M9,1H,1924.813848,Simple pass,86,92,85.0,95.0,F,13,29,"(29, 13)",3,M,"('F', 'M')",699,3.1622776601683795,0.75,0.31622776601683794,0.011049723756906077,0.30143587878822475,125,142
5943,5943,13401,22,Huskies,Huskies_M9,Huskies_M4,1H,1925.31996,Simple pass,85,95,85.0,90.0,M,29,24,"(24, 29)",6,M,"('M', 'M')",1301,5.0,1.0,0.2,0.027624309392265192,0.4027238805542885,130,521
5944,5944,13402,22,Huskies,Huskies_M4,Huskies_M9,1H,1927.13077,Simple pass,85,90,79.0,85.0,M,24,29,"(29, 24)",5,M,"('M', 'M')",1301,7.810249675906653,1.0,0.12803687993289598,0.022099447513812157,0.3707200904428688,497,142
5945,5945,13403,22,Huskies,Huskies_M9,Huskies_F2,1H,1928.2490030000001,Simple pass,79,85,73.0,78.0,M,29,11,"(11, 29)",9,F,"('M', 'F')",849,9.219544457292887,0.25,0.10846522890932808,0.044198895027624314,0.12777535340007964,130,927
5946,5946,13404,22,Huskies,Huskies_F2,Huskies_D5,1H,1931.260975,High pass,73,78,73.0,16.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,62.0,0.5,0.016129032258064516,0.4585635359116022,0.3380788675174041,859,581
5947,5947,13405,22,Huskies,Huskies_D5,Huskies_M12,1H,1937.8082579999998,Simple pass,73,16,84.0,8.0,D,5,20,"(20, 5)",23,M,"('D', 'M')",1520,13.601470508735444,0.75,0.07352146220938077,0.12154696132596685,0.3227395045095852,625,215
5948,5948,13406,22,Huskies,Huskies_M3,Huskies_D2,1H,1951.2956390000002,Simple pass,69,28,64.0,35.0,M,23,2,"(2, 23)",46,D,"('M', 'D')",1668,8.602325267042627,0.25,0.11624763874381927,0.24861878453038674,0.183600058671047,887,467
5949,5949,13407,22,Huskies,Huskies_D2,Huskies_M3,1H,1953.174293,Simple pass,64,35,68.0,31.0,D,2,23,"(23, 2)",44,M,"('D', 'M')",1520,5.656854249492381,0.75,0.17677669529663687,0.2375690607734807,0.34960067272733436,580,717
5950,5950,13408,22,Huskies,Huskies_M3,Huskies_F2,1H,1955.328574,Simple pass,68,31,60.0,39.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,11.31370849898476,0.25,0.08838834764831842,0.3425414364640884,0.22392192093033542,887,927
5951,5951,13409,22,Huskies,Huskies_F4,Huskies_M4,1H,1962.852516,Simple pass,74,43,87.0,70.0,F,13,24,"(24, 13)",12,M,"('F', 'M')",699,29.966648127543394,0.75,0.033370432213299994,0.06077348066298342,0.29627886193714886,125,521
5952,5952,13416,22,Huskies,Huskies_D2,Huskies_F2,1H,2021.359655,Launch,18,33,23.0,39.0,D,2,11,"(11, 2)",56,F,"('D', 'F')",999,7.810249675906653,0.5,0.12803687993289598,0.30386740331491713,0.2894483385581742,580,927
5953,5953,13417,22,Huskies,Huskies_F4,Huskies_F4,1H,2061.038941,Simple pass,72,95,72.0,96.0,F,13,13,"(13, 13)",3,F,"('F', 'F')",299,1.0,1.0,1.0,0.011049723756906077,0.5036741549377943,125,289
5954,5954,13418,22,Huskies,Huskies_M9,Huskies_D6,1H,2062.670185,Simple pass,71,91,71.0,93.0,M,29,6,"(6, 29)",14,D,"('M', 'D')",1668,2.0,0.25,0.5,0.0718232044198895,0.1454273963570097,130,327
5955,5955,13419,22,Huskies,Huskies_D6,Huskies_M9,1H,2065.147196,Simple pass,71,93,72.0,91.0,D,6,29,"(29, 6)",9,M,"('D', 'M')",1520,2.23606797749979,0.75,0.4472135954999579,0.044198895027624314,0.29528477974359546,322,142
5956,5956,13420,22,Huskies,Huskies_M9,Huskies_M3,1H,2066.8942629999997,Simple pass,72,91,71.0,79.0,M,29,23,"(23, 29)",8,M,"('M', 'M')",1301,12.041594578792296,1.0,0.08304547985373997,0.03867403314917127,0.376018359682352,130,717
5957,5957,13421,22,Huskies,Huskies_M3,Huskies_F2,1H,2069.530952,Simple pass,71,79,60.0,62.0,M,23,11,"(11, 23)",63,F,"('M', 'F')",849,20.248456731316587,0.25,0.04938647983247948,0.3425414364640884,0.22392192093033542,887,927
5958,5958,13422,22,Huskies,Huskies_F2,Huskies_M12,1H,2071.752968,Simple pass,60,62,73.0,45.0,F,11,20,"(20, 11)",18,M,"('F', 'M')",699,21.40093455903269,0.75,0.046726931351599776,0.09392265193370164,0.29612930795009995,859,215
5959,5959,13423,22,Huskies,Huskies_M12,Huskies_F4,1H,2072.8942920000004,Simple pass,73,45,76.0,50.0,M,20,13,"(13, 20)",8,F,"('M', 'F')",849,5.830951894845301,0.25,0.17149858514250882,0.03867403314917127,0.11747002230263213,134,289
5960,5960,13426,22,Huskies,Huskies_D5,Huskies_M12,1H,2100.696797,Simple pass,58,10,76.0,28.0,D,5,20,"(20, 5)",23,M,"('D', 'M')",1520,25.45584412271571,0.75,0.03928371006591929,0.12154696132596685,0.3227395045095852,625,215
5961,5961,13427,22,Huskies,Huskies_M12,Huskies_M4,1H,2103.121763,Smart pass,76,28,95.0,31.0,M,20,24,"(24, 20)",2,M,"('M', 'M')",1301,19.235384061671343,1.0,0.05198752449100364,0.0055248618784530384,0.36695204955070276,134,521
5962,5962,13429,22,Huskies,Huskies_D6,Huskies_M4,1H,2130.031932,Simple pass,69,89,69.0,66.0,D,6,24,"(24, 6)",19,M,"('D', 'M')",1520,23.0,0.75,0.043478260869565216,0.09944751381215468,0.3059214145583692,322,521
5963,5963,13430,22,Huskies,Huskies_M4,Huskies_M12,1H,2132.739668,Simple pass,69,66,77.0,39.0,M,24,20,"(20, 24)",7,M,"('M', 'M')",1301,28.16025568065745,1.0,0.03551104121142175,0.03314917127071823,0.3628780842339543,497,215
5964,5964,13431,22,Huskies,Huskies_M12,Huskies_D5,1H,2136.32037,Simple pass,77,39,85.0,10.0,M,20,5,"(5, 20)",22,D,"('M', 'D')",1668,30.08321791298265,0.25,0.03324112476572668,0.1160220994475138,0.1483212701087255,134,581
5965,5965,13432,22,Huskies,Huskies_F2,Huskies_D5,1H,2145.515057,Simple pass,62,16,75.0,5.0,F,11,5,"(5, 11)",84,D,"('F', 'D')",655,17.029386365926403,0.5,0.05872202195147035,0.4585635359116022,0.3380788675174041,859,581
5966,5966,13433,22,Huskies,Huskies_D5,Huskies_F2,1H,2147.93313,Simple pass,75,5,67.0,23.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,19.697715603592208,0.5,0.050767308256680965,0.5303867403314917,0.36489541375579404,625,927
5967,5967,13434,22,Huskies,Huskies_F2,Huskies_D6,1H,2151.522417,High pass,67,23,88.0,81.0,F,11,6,"(6, 11)",41,D,"('F', 'D')",655,61.684682053164536,0.5,0.016211480171659538,0.22099447513812154,0.255629038204635,859,327
5968,5968,13436,22,Huskies,Huskies_M3,Huskies_M9,1H,2159.097404,Simple pass,72,63,76.0,73.0,M,23,29,"(29, 23)",11,M,"('M', 'M')",1301,10.77032961426901,1.0,0.09284766908852593,0.055248618784530384,0.3697693985045856,887,142
5969,5969,13437,22,Huskies,Huskies_M9,Huskies_D6,1H,2161.585211,Simple pass,76,73,81.0,90.0,M,29,6,"(6, 29)",14,D,"('M', 'D')",1668,17.720045146669353,0.25,0.056433264798310026,0.0718232044198895,0.1454273963570097,130,327
5970,5970,13446,22,Huskies,Huskies_M12,Huskies_M9,1H,2270.96776,Cross,98,9,89.0,45.0,M,20,29,"(29, 20)",1,M,"('M', 'M')",1301,37.10795063055895,1.0,0.02694840278181477,0.0,0.3423161342606049,134,142
5971,5971,13447,22,Huskies,Huskies_D6,Huskies_D5,1H,2277.004826000001,Head pass,56,56,45.0,35.0,D,6,5,"(5, 6)",8,D,"('D', 'D')",1478,23.706539182259394,1.0,0.04218245406095978,0.03867403314917127,0.3664646840072716,322,581
5972,5972,13448,22,Huskies,Huskies_D5,Huskies_F2,1H,2281.438868,Simple pass,45,35,63.0,33.0,D,5,11,"(11, 5)",97,F,"('D', 'F')",999,18.110770276274835,0.5,0.05521576303742327,0.5303867403314917,0.36489541375579404,625,927
